 5.00000000e-10  1.33283337e+00 
 1.00000000e-09  1.33233412e+00 
 2.00000000e-09  1.33133637e+00 
 4.00000000e-09  1.32934535e+00 
 8.00000000e-09  1.32538117e+00 
 1.60000000e-08  1.31752374e+00 
 3.20000000e-08  1.30208839e+00 
 6.40000000e-08  1.27230300e+00 
 1.28000000e-07  1.21682486e+00 
 2.28000000e-07  1.14005860e+00 
 3.28000000e-07  1.07400391e+00 
 4.28000000e-07  1.01716616e+00 
 5.28000000e-07  9.68259253e-01 
 6.28000000e-07  9.26176567e-01 
 7.28000000e-07  8.89965883e-01 
 8.28000000e-07  8.58807853e-01 
 9.28000000e-07  8.31997455e-01 
 1.02800000e-06  8.08928042e-01 
 1.12800000e-06  7.89077618e-01 
 1.22800000e-06  7.71997020e-01 
 1.32800000e-06  7.57299761e-01 
 1.42800000e-06  7.44653283e-01 
 1.52800000e-06  7.33771430e-01 
 1.62800000e-06  7.24407974e-01 
 1.72800000e-06  7.16351048e-01 
 1.82800000e-06  7.09418343e-01 
 1.92800000e-06  7.03452993e-01 
 2.02800000e-06  6.98320017e-01 
 2.12800000e-06  6.93903271e-01 
 2.22800000e-06  6.90102814e-01 
 2.32800000e-06  6.86832654e-01 
 2.42800000e-06  6.84018795e-01 
 2.52800000e-06  6.81597568e-01 
 2.62800000e-06  6.79514187e-01 
 2.72800000e-06  6.77721509e-01 
 2.82800000e-06  6.76178973e-01 
 2.92800000e-06  6.74851675e-01 
 3.02800000e-06  6.73709580e-01 
 3.12800000e-06  6.72726848e-01 
 3.22800000e-06  6.71881242e-01 
 3.32800000e-06  6.71153626e-01 
 3.42800000e-06  6.70527539e-01 
 3.52800000e-06  6.69988813e-01 
 3.62800000e-06  6.69525257e-01 
 3.72800000e-06  6.69126384e-01 
 3.82800000e-06  6.68783168e-01 
 3.92800000e-06  6.68487842e-01 
 4.02800000e-06  6.68233725e-01 
 4.12800000e-06  6.68015065e-01 
 4.22800000e-06  6.67826917e-01 
 4.32800000e-06  6.67665021e-01 
 4.42800000e-06  6.67525716e-01 
 4.52800000e-06  6.67405849e-01 
 4.62800000e-06  6.67302707e-01 
 4.72800000e-06  6.67213957e-01 
 4.82800000e-06  6.67137591e-01 
 4.92800000e-06  6.67071881e-01 
 5.00000000e-06  6.67030360e-01 
